Date,btcprice,Open,High,Low,Vol.,BTC Change %,ethprice,xauprice,usdeurprice
12/04/2023,41942.0,39940.0,42335.0,39940.0,2950.0,5.01%,2243.54,2029.74,0.9228
12/01/2023,38676.0,37723.0,38936.0,37626.0,2690.0,2.53%,2087.21,2070.9,0.9188
11/30/2023,37723.0,37834.0,38136.0,37490.0,730.0,-0.29%,2051.56,2035.75,0.9184
11/29/2023,37834.0,37815.0,38366.0,37599.0,1190.0,0.05%,2028.99,2044.59,0.9114
11/28/2023,37815.0,37263.0,38349.0,36895.0,1790.0,1.48%,2048.47,2040.89,0.9096
11/27/2023,37263.0,37443.0,37547.0,36735.0,1740.0,-0.48%,2027.51,2013.64,0.9128
11/24/2023,37704.0,37280.0,38410.0,37248.0,3640.0,1.14%,2080.62,2001.97,0.9138
11/23/2023,37280.0,37407.0,37645.0,36898.0,1300.0,-0.34%,2061.92,1991.79,0.9168
11/22/2023,37407.0,35794.0,37870.0,35663.0,2090.0,4.51%,2063.05,1989.72,0.9182
11/21/2023,35794.0,37451.0,37638.0,35791.0,2680.0,-4.42%,1934.62,1998.37,0.9163
11/20/2023,37451.0,37368.0,37731.0,36824.0,1650.0,0.22%,2021.49,1977.19,0.9139
11/17/2023,36631.0,36161.0,36730.0,35886.0,880.0,1.30%,1960.8,1980.01,0.9165
11/16/2023,36161.0,37865.0,37927.0,35535.0,960.0,-4.50%,1961.76,1980.85,0.9213
11/15/2023,37865.0,35542.0,37949.0,35374.0,1990.0,6.54%,2058.93,1959.09,0.9217
11/14/2023,35542.0,36511.0,36756.0,34860.0,2050.0,-2.65%,1979.1,1962.67,0.9191
11/13/2023,36511.0,37042.0,37410.0,36390.0,1230.0,-1.43%,2054.18,1945.89,0.9346
11/10/2023,37301.0,36699.0,37500.0,36369.0,950.0,1.64%,2077.78,1936.79,0.9359
11/09/2023,36699.0,35641.0,37973.0,35562.0,3970.0,2.97%,2120.16,1958.19,0.9372
11/08/2023,35641.0,35455.0,36065.0,35111.0,700.0,0.52%,1889.29,1949.79,0.9339
11/07/2023,35455.0,35053.0,35930.0,34578.0,970.0,1.15%,1885.97,1968.4,0.9345
