Date,btcprice,Open,High,Low,Vol.,BTC Change %,ethprice,xauprice,usdeurprice
7/12/2024,57885.1,"57,338.30","58,520.90","56,575.70",56.84K,0.96%,3133.33,2328.37,0.9246
7/11/2024,57337.3,"57,745.90","59,404.40","57,095.00",66.40K,-0.71%,3099.82,2378.25,0.9238
7/10/2024,57746.7,"58,040.20","59,393.80","57,185.30",59.60K,-0.50%,3101.17,2421.64,0.9212
7/9/2024,58039.4,"56,721.30","58,234.00","56,306.30",64.25K,2.32%,3065.11,2425.12,0.9209
7/8/2024,56724.7,"55,850.20","58,115.80","54,320.00",102.91K,1.55%,3019.64,2414.89,0.9196
7/7/2024,55861.1,"58,240.20","58,394.60","55,756.30",41.12K,-4.12%,2930.48,2376.44,0.92
7/6/2024,58259.2,"56,640.00","58,462.00","56,026.80",46.91K,2.86%,3068.79,2386.04,0.9186
7/5/2024,56641.8,"57,025.70","57,471.10","53,883.40",175.51K,-0.67%,2981.4,2357.97,0.924
7/4/2024,57026.3,"60,201.40","60,463.00","56,812.70",116.38K,-5.27%,3057.81,2336.05,0.9267
7/3/2024,60199.3,"62,104.90","62,263.60","59,466.60",73.34K,-3.07%,3295.13,2360.14,0.9282
7/2/2024,62103.3,"62,888.30","63,257.00","61,797.60",46.52K,-1.25%,3421.71,2345.88,0.9274
7/1/2024,62890.1,"62,768.80","63,842.10","62,558.00",59.94K,0.22%,3442.67,2308.65,0.9302
06/30/2024,62754.3,"60,973.10","63,006.60","60,703.70",37.21K,2.92%,3437.84,2313.79,0.9296
06/29/2024,60973.4,"60,403.70","61,192.80","60,382.80",26.56K,0.94%,3378.6,2323.57,0.9285
06/28/2024,60403.3,"61,684.60","62,175.40","60,081.90",58.95K,-2.08%,3380.15,2301.56,0.9292
06/27/2024,61685.3,"60,848.30","62,351.20","60,629.40",48.79K,1.37%,3450.45,2303.29,0.9321
06/26/2024,60849.4,"61,809.90","62,469.40","60,715.10",54.95K,-1.55%,3370.72,2317.9,0.9334
06/25/2024,61809.4,"60,292.00","62,266.00","60,262.20",77.28K,2.52%,3395.03,2285.57,0.9374
06/24/2024,60292.7,"63,201.60","63,357.10","58,589.90",120.60K,-4.59%,3352.29,2334.44,0.9326
06/23/2024,63196.2,"64,261.00","64,518.90","63,195.30",19.94K,-1.66%,3420.84,2337.72,0.9349
06/22/2024,64261.0,"64,131.90","64,523.90","63,944.00",17.55K,0.21%,3495.87,2331.78,0.932
06/21/2024,64128.5,"64,854.30","65,054.90","63,427.90",60.86K,-1.12%,3518.03,2315.82,0.9345
06/20/2024,64854.3,"64,982.10","66,474.20","64,566.70",56.24K,-0.19%,3512.91,2321.81,0.9343
06/19/2024,64980.9,"65,159.80","65,706.40","64,705.60",42.96K,-0.27%,3561.3,2326.29,0.9384
06/18/2024,65159.9,"66,495.70","66,571.20","64,098.40",93.72K,-2.01%,3484.55,2390.45,0.9384
06/17/2024,66498.8,"66,672.90","67,253.80","65,115.40",66.09K,-0.26%,3511.52,2378.25,0.9394
06/16/2024,66674.7,"66,223.00","66,951.40","66,038.10",20.74K,0.68%,3625.11,2360.81,0.9368
06/15/2024,66223.0,"66,034.10","66,446.40","65,895.10",24.05K,0.29%,3568.72,2382.83,0.9415
06/14/2024,66034.8,"66,775.20","67,347.70","65,076.50",65.18K,-1.11%,3481.84,2382.51,0.9411
06/13/2024,66773.1,"68,260.60","68,384.60","66,324.30",66.36K,-2.18%,3470.15,2343.43,0.9393
6/12/2024,68260.1,"67,320.90","69,990.80","66,911.50",85.55K,1.40%,3559.95,2373.24,0.9321
6/11/2024,67319.8,"69,537.90","69,573.30","66,197.80",96.70K,-3.19%,3498.0,2332.79,0.9308
6/10/2024,69538.2,"69,650.20","70,152.50","69,259.90",39.12K,-0.16%,3667.85,2352.58,0.9209
6/9/2024,69650.6,"69,310.50","69,847.80","69,136.70",20.99K,0.49%,3706.32,2338.89,0.9207
6/8/2024,69310.1,"69,347.00","69,572.10","69,222.40",23.03K,-0.05%,3681.59,2329.5,0.9226
6/7/2024,69347.9,"70,793.40","71,956.50","68,620.70",82.62K,-2.04%,3678.37,2289.43,0.9226
6/6/2024,70791.5,"71,083.60","71,616.10","70,178.70",49.79K,-0.41%,3812.95,2299.17,0.9228
6/5/2024,71083.7,"70,550.90","71,744.40","70,397.10",67.06K,0.76%,3865.14,2280.1,0.9284
6/4/2024,70549.2,"68,808.00","71,034.20","68,564.30",75.69K,2.53%,3810.35,2250.36,0.9308
6/3/2024,68807.8,"67,763.30","70,131.00","67,616.80",69.42K,1.53%,3767.1,2232.38,0.9264
6/2/2024,67773.5,"67,760.80","68,447.50","67,330.60",30.63K,0.02%,3782.08,2194.02,0.9267
6/1/2024,67760.8,"67,533.90","67,861.00","67,449.60",19.01K,0.34%,3815.95,2178.58,0.9234
05/31/2024,67530.1,"68,352.30","69,018.20","66,676.80",61.51K,-1.21%,3762.66,2171.45,0.923
05/30/2024,68354.7,"67,631.30","69,504.70","67,138.40",66.84K,1.06%,3747.55,2164.15,0.9226
05/29/2024,67635.8,"68,366.20","68,897.60","67,143.20",52.13K,-1.07%,3769.57,2180.81,0.9252
05/28/2024,68366.0,"69,428.30","69,560.70","67,299.90",71.39K,-1.53%,3845.56,2185.96,0.9207
05/27/2024,69428.7,"68,514.60","70,638.30","68,275.20",49.07K,1.33%,3894.33,2157.23,0.9156
05/26/2024,68514.8,"69,287.20","69,494.00","68,294.50",24.58K,-1.11%,3826.02,2159.99,0.9202
05/25/2024,69284.4,"68,548.20","69,558.80","68,516.10",25.17K,1.07%,3749.28,2155.54,0.9195
05/24/2024,68547.6,"67,971.10","69,212.00","66,685.80",63.28K,0.84%,3728.21,2161.01,0.9182
05/23/2024,67975.7,"69,166.30","70,041.00","66,578.10",89.45K,-1.71%,3785.65,2174.4,0.9187
05/22/2024,69155.4,"70,141.00","70,593.40","69,024.30",65.08K,-1.40%,3739.08,2157.99,0.9133
05/21/2024,70139.9,"71,430.50","71,872.00","69,181.70",108.56K,-1.80%,3790.46,2182.47,0.9151
05/20/2024,71422.7,"66,278.30","71,482.80","66,076.50",112.66K,7.76%,3661.07,2177.51,0.9152
05/19/2024,66279.1,"66,919.00","67,662.50","65,937.30",36.19K,-0.95%,3072.08,2159.16,0.914
05/18/2024,66917.5,"67,036.60","67,361.40","66,636.10",29.68K,-0.18%,3122.87,2148.29,0.9132
05/17/2024,67036.8,"65,231.10","67,420.70","65,121.70",63.09K,2.77%,3092.75,2127.55,0.9173
05/16/2024,65231.0,"66,219.60","66,643.90","64,623.30",72.55K,-1.50%,2944.99,2114.99,0.9209
05/15/2024,66225.1,"61,569.40","66,417.10","61,357.50",106.05K,7.56%,3034.71,2083.39,0.921
05/14/2024,61569.4,"62,936.80","63,102.60","61,156.90",68.84K,-2.17%,2881.99,2043.24,0.9224
05/13/2024,62937.2,"61,480.50","63,443.20","60,779.00",70.55K,2.37%,2951.01,2034.62,0.9253
5/12/2024,61480.0,"60,826.60","61,847.70","60,647.10",27.40K,1.07%,2929.35,2029.64,0.9225
5/11/2024,60826.6,"60,796.80","61,487.50","60,499.30",27.50K,0.05%,2912.56,2030.66,0.9218
5/10/2024,60796.9,"63,074.30","63,454.30","60,251.80",79.33K,-3.61%,2909.86,2035.72,0.9214
5/9/2024,63075.0,"61,207.30","63,413.30","60,671.40",64.22K,3.05%,3036.32,2024.11,0.924
5/8/2024,61207.5,"62,304.90","62,997.40","60,894.20",56.47K,-1.78%,2974.94,2024.99,0.9236
5/7/2024,62317.7,"63,163.10","64,361.00","62,294.10",59.74K,-1.34%,3006.36,2023.53,0.9241
5/6/2024,63163.1,"64,005.80","65,448.80","62,730.70",77.68K,-1.32%,3062.03,2017.63,0.9253
5/5/2024,64006.4,"63,897.70","64,587.20","62,923.90",40.51K,0.18%,3136.4,2013.1,0.9276
5/4/2024,63888.3,"62,887.10","64,466.00","62,599.10",53.03K,1.61%,3117.23,2004.09,0.9278
5/3/2024,62877.5,"59,104.30","63,298.40","58,830.80",100.46K,6.35%,3102.25,1992.39,0.9281
5/2/2024,59121.3,"58,334.90","59,548.00","56,989.80",98.06K,1.35%,2987.12,1992.13,0.9321
5/1/2024,58331.2,"60,665.00","60,827.50","56,643.50",171.55K,-3.85%,2973.27,2019.79,0.9336
04/30/2024,60666.6,"63,852.40","64,700.20","59,228.70",121.04K,-5.00%,3014.41,2024.16,0.9282
04/29/2024,63860.1,"63,113.70","64,193.10","61,837.20",67.26K,1.19%,3216.29,2033.18,0.9271
04/28/2024,63109.7,"63,457.90","64,346.10","62,827.80",36.65K,-0.55%,3261.69,2034.22,0.9276
04/27/2024,63456.8,"63,765.80","63,916.70","62,507.70",45.34K,-0.49%,3255.57,2035.46,0.9281
04/26/2024,63766.4,"64,497.10","64,771.30","63,354.90",61.60K,-1.13%,3130.9,2024.67,0.9298
04/25/2024,64497.1,"64,287.10","65,247.50","62,889.20",80.77K,0.33%,3155.83,2038.59,0.9307
04/24/2024,64285.7,"66,414.90","67,060.50","63,606.90",77.83K,-3.21%,3141.03,2054.89,0.927
04/23/2024,66415.0,"66,829.50","67,180.00","65,848.30",52.42K,-0.62%,3220.13,2037.19,0.9196
04/22/2024,66829.3,"64,940.10","67,208.00","64,527.50",72.30K,2.91%,3200.62,2036.12,0.9242
04/21/2024,64940.2,"64,942.10","65,680.60","64,267.50",42.02K,-0.03%,3147.83,2031.75,0.9218
04/20/2024,64961.1,"63,817.60","65,375.60","63,131.70",49.33K,1.82%,3156.63,2018.34,0.9229
04/19/2024,63799.1,"63,480.50","65,441.20","59,693.30",150.34K,0.50%,3056.23,2019.75,0.9211
04/18/2024,63481.4,"61,278.90","64,092.40","60,822.30",97.38K,3.59%,3064.48,2012.59,0.9219
04/17/2024,61278.9,"63,802.30","64,451.50","59,820.80",118.92K,-3.96%,2985.82,2028.69,0.9185
04/16/2024,63805.3,"63,416.10","64,274.40","61,715.60",114.96K,0.62%,3083.43,2020.99,0.9216
04/15/2024,63411.9,"65,696.60","66,805.10","62,379.50",118.79K,-3.48%,3100.94,2029.09,0.9187
04/14/2024,65697.4,"63,909.50","65,758.20","62,174.70",134.40K,2.89%,3152.65,2022.67,0.9175
04/13/2024,63849.9,"67,137.40","67,921.00","61,065.50",149.48K,-4.92%,3004.44,2005.72,0.9193
4/12/2024,67151.9,"70,014.90","71,226.90","65,829.30",131.84K,-4.08%,3239.86,2027.59,0.9187
4/11/2024,70011.6,"70,620.40","71,249.20","69,586.10",72.51K,-0.86%,3502.55,2054.49,0.9193
4/10/2024,70622.1,"69,147.80","71,086.90","67,570.00",97.71K,2.13%,3545.16,2048.72,0.9131
4/9/2024,69148.0,"71,627.30","71,737.20","68,264.60",93.69K,-3.47%,3506.96,2028.09,0.913
4/8/2024,71630.1,"69,358.00","72,710.80","69,110.50",105.78K,3.27%,3694.93,2023.4,0.9112
4/7/2024,69360.4,"68,897.30","70,285.80","68,849.40",46.99K,0.68%,3454.17,2029.59,0.9112
4/6/2024,68890.6,"67,830.50","69,632.00","67,467.20",41.48K,1.56%,3352.03,2027.84,0.9147
4/5/2024,67830.6,"68,498.70","68,692.20","66,023.30",88.97K,-0.97%,3317.84,2045.5,0.913
4/4/2024,68496.5,"65,968.40","69,238.80","65,096.30",100.30K,3.84%,3327.45,2043.26,0.9138
4/3/2024,65963.0,"65,443.60","66,844.80","64,559.00",88.46K,0.80%,3310.62,2040.78,0.9135
4/2/2024,65439.2,"69,662.70","69,673.00","64,628.40",152.87K,-6.07%,3277.99,2058.88,0.9156
4/1/2024,69664.4,"71,329.30","71,329.30","68,175.90",94.05K,-2.34%,3502.82,2063.8,0.9137
03/31/2024,71332.0,"69,608.50","71,367.50","69,576.60",42.45K,2.47%,3647.09,2062.59,0.9053
03/30/2024,69611.5,"69,872.30","70,321.20","69,564.90",29.87K,-0.37%,3506.83,2064.86,0.906
03/29/2024,69871.7,"70,766.70","70,907.00","69,090.90",58.99K,-1.26%,3509.76,2077.16,0.9039
03/28/2024,70762.1,"69,449.40","71,542.50","68,956.90",72.49K,1.90%,3559.43,2066.6,0.9003
03/27/2024,69442.4,"69,999.20","71,670.80","68,428.60",112.88K,-0.80%,3500.43,2054.93,0.9053
03/26/2024,69999.3,"69,896.30","71,490.70","69,366.40",90.98K,0.15%,3587.5,2052.98,0.9082
03/25/2024,69892.0,"67,216.40","71,118.80","66,395.00",124.72K,3.99%,3590.62,2045.49,0.9079
03/24/2024,67211.9,"64,036.50","67,587.80","63,812.90",65.59K,4.96%,3455.33,2029.19,0.9081
03/23/2024,64037.8,"63,785.60","65,972.40","63,074.90",35.11K,0.40%,3332.9,2040.12,0.9139
03/22/2024,63785.5,"65,501.50","66,633.30","62,328.30",72.43K,-2.62%,3334.12,2027.0,0.9104
03/21/2024,65503.8,"67,860.00","68,161.70","64,616.10",75.26K,-3.46%,3493.23,2018.19,0.9152
03/20/2024,67854.0,"62,046.80","68,029.50","60,850.90",133.53K,9.35%,3514.73,2035.53,0.9177
03/19/2024,62050.0,"67,594.10","68,099.60","61,560.60",148.08K,-8.20%,3165.2,2026.39,0.9095
03/18/2024,67594.1,"68,389.70","68,920.10","66,601.40",78.07K,-1.17%,3520.3,1979.44,0.9194
03/17/2024,68391.2,"65,314.20","68,857.70","64,605.50",66.07K,4.71%,3644.78,1981.3,0.9263
03/16/2024,65314.2,"69,456.50","70,037.00","64,971.00",75.82K,-5.97%,3523.68,2003.39,0.9288
03/15/2024,69463.7,"71,387.10","72,398.10","65,765.60",148.59K,-2.69%,3741.12,2028.34,0.9289
03/14/2024,71387.5,"73,066.70","73,740.90","68,717.20",109.43K,-2.30%,3883.94,2024.9,0.9263
